FAMILY,AUTHOR,GENUS,AUTHOR,SCIENTIFIC NAME,YEAR,SYNONYMS,LOCAL NAMES,ENGLISH NAME,FLOWER,,SEED,,HABITAT,ORIGIN,STATUS IN BENGAL,USES,DISTRIBUTION IN BENGAL,BIBLIOGRAPHY
Sapindaceae,Juss.,Acer,L.,Acer sterculiaceum Wall.,1830,Acer sterculiaceum var. tomentosum A.E.Murray; Acer villosum Wall.; Acer villosum f. sterculiaceum (Wall.) Schwer.,"??????? (???, ????)",,3,8,5,10,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Achillea,L.,Achillea millefolium L.,1753,Achillea albida Willd.; Achillea ambigua Boiss.; Achillea borealis Bong.; Achillea compacta Lam.; Achillea coronopifolia Willd.; Achillea lanulosa Nutt.; Achillea pacifica Rydb.; Achillios millefoliatus St.-Lag.; Alitubus millefolium (L.) Dulac; Chamaemelum millefolium (L.) E.H.L.Krause,"??????? (??? ? ?????, ????), ?????? (??? ? ?????, ????), ????? (??? ? ?????, ????), ??????? (??? ? ?????, ????)",,5,10,6,11,,"Europe, West Asia",Cultivated,Medicine,West Bengal (Darj),??? ? ????? (????). ?? ???
Amaranthaceae,Juss.,Achyranthes,L.,Achyranthes aspera L.,1753,Achyranthes asperoides Pires de Lima; Achyranthes australis R.Br.; Achyranthes ellipticifolia Stokes; Achyranthes fruticosa Desf.; Achyranthes grandifolia Moq.; Achyranthes robusta C.H.Wright; Achyranthes sicula Roth; Achyranthus aspera L.; Centrostachys indica (L.) Standl.; Stachyarpagophora aspersa Maza,"???? (Rahman, 2013a; Tabassum, 2015), ???????? (Tabassum, 2015), ?????????? (Tabassum, 2015), ????????? (????), ??? ???? (????), ??????? (????), ??????????? (?????), ???????? (????), ??? ????? (???), ??????? (???), ?????? (????), ??????, ???????, ???????, ??????, ??????",Prickly Chaff-flower,6,10,7,11,Natural Forest,Native,Wild,Medicine,"Bangladesh (Gazi, Khul, Rajs, Sunm, Sunb)",Rahman (2013a). p 106; Tabassum (2015). p 75; Uddin et al. (2014). p 1
Asteraceae,Bercht. & J.Presl,Acmella,Rich. ex Pers.,Acmella alba (L'Hér.) R.K.Jansen,1975,Bidens ocymifolia Lam.; Ceratocephalus exasperatus (Jacq.) Kuntze; Ceratocephalus salivaria (Murray) Kuntze; Spilanthes alba L'Hér.; Spilanthes albus L'Hér.; Spilanthes exasperata Jacq.; Spilanthes iolepis A.H.Moore; Spilanthes ocymifolia (Lam.) A. H. Moore; Spilanthes salivaria Murray,???? ??????? (??????),,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 70
Asteraceae,Bercht. & J.Presl,Acmella,Rich. ex Pers.,Acmella calva (DC.) R.K.Jansen,1985,"Ceratocephalus javanicus (Sch.Bip. ex Miq.) Kuntze, Colobogyne langbianensis Gagnep., Spilanthes acmella var. calva (DC.) Clarke ex C.B.Clarke, Spilanthes calva (Candolle) Wight., Spilanthes javanica Sch.Bip. ex Miq., Spilanthes langbianensis (Gagnep.) Stuessy, Spilanthes rugosa Blume ex DeCandolle","?? ???????, ?? ????????, ?????????? (?), ?????????? (?)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Bangladesh (Bhol, Dhak)",
Asteraceae,Bercht. & J.Presl,Acmella,Rich. ex Pers.,Acmella oleracea (L.) R.K.Jansen,1985,Acmella occidentalis (Willd.) Rich. ex Pers.; Anacyclus pyrethraria (L.) Spreng.; Anthemis occidentalis Willd.; Bidens acmelloides Berg.; Bidens oleracea (L.) Cav. ex Steud.; Cotula pyrethraria L.; Isocarpha pyrethraria (L.) Cass.; Pyrethraria dichotoma Pers. ex Steud.; Pyrethrum spilanthus Medik.; Spilanthes oleracea L.,"??? ???, ????? (???), ??????? (??????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 70
Asteraceae,Bercht. & J.Presl,Acmella,Rich. ex Pers.,Acmella paniculata (Wall. ex DC.) R.K.Jansen,1985,Acmella paniculata f. calva J.Kost.; Spilanthes calva DC.; Spilanthes grandifolia Miq.; Spilanthes lobata Blanco; Spilanthes paniculata Wall. ex DC.; Spilanthes paniculata Wall.; Spilanthes rugosa Blume ex DC.,"?????????? (?) (Tabassum, 2015), ??????????? (?) (Rahman, 2013b; Tabassum, 2015), ?????? (?), ??????? (?), ???????? (?)",Panicled Spot Flower,All,All,All,All,,"Brazil, Peru",Wild,Unknown,"Bangladesh (Gazi, Rajs)",Rahman (2013b); Tabassum (2015). p 458
Asteraceae,Bercht. & J.Presl,Acmella,Rich. ex Pers.,Acmella uliginosa (Sw.) Cass.,1822,Calea savannarum Standl. & Steyerm.; Ceratocephalus acmella var. uliginosa (Sw.) Kuntze; Coreopsis acmella var. uliginosa (Sw.) E.H.L.Krause; Spilanthes lundii DeCandolle; Spilanthes lundii DC.; Spilanthes uliginosa Sw.; Spilanthes uliginosa var. discoidea Aristeg.,"??? ???????, ??? ????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Tang),Sabuj Ahmed (18-11-16)
Rosaceae,Juss.,Acomastylis,Greene,Acomastylis elata (Wall. ex G.Don) F.Bolle.,1933,Acomastylis elata var. humilis (Royle) F.Bolle; Geum elatum Wall. ex G.Don; Geum elatum var. leiocarpum W.E.Evans; Sieversia elata Royle,"?????? (??? ? ????????, ????), ?????? (??? ? ????????, ????), ??????? (??? ? ????????, ????)",,5,12,6,1,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Ranunculaceae,Juss.,Aconitum,L.,Aconitum heterophylloides (Brühl) Stapf,1905,Aconitum atrox Goris; Aconitum bruhlii Goris; Aconitum deinorrhizum Stapf; Aconitum laciniatum (Brühl) Stapf; Aconitum longipetiolatum Lauener; Aconitum nepalense Lauener,"???????? ?????????? (???, ????)",,6,9,7,10,,Native,Wild,Unknown,West Bengal (Darj),"??? (????). ?? ???, ???"
Ranunculaceae,Juss.,Aconitum,L.,Aconitum lethale Griff.,1854,Aconitum balangrense Lauener; Aconitum balfourii Stapf; Aconitum deltoideum Lauenar; Aconitum falconeri Holmes ex Stapf; Aconitum patulum Tamura; Aconitum spicatum (Brühl) Stapf; Aconitum tamuranum Lauenar; Caltha codua Buch.-Ham.,"??? ?????????? (???, ????)",,8,10,9,11,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Ranunculaceae,Juss.,Aconitum,L.,Aconitum novoluridum Munz,1945,Aconitum luridum Hook.f. & Thomson,"????????? ?????????? (???, ????)",,7,9,8,10,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Ranunculaceae,Juss.,Aconitum,L.,Aconitum palmatum D.Don,1825,Aconitum bisma (Buch.-Ham.) Rapaics; Aconitum ferox subsp. palmatum (D.Don) Brühl; Caltha bisma Buch.-Ham.; Nirbisia bisma (Buch.-Ham.) G.Don,"????? ?????????? (???, ????)",,7,9,8,10,,Native,Wild,Unknown,West Bengal (Darj,??? (????). ?? ???
Acoraceae,Martinov,Acorus,L.,Acorus calamus L.,1753,Acorus angustifolius Schott; Acorus aromaticus Gilib.; Acorus commersonii Schott; Acorus elatus Salisb.; Acorus flexuosus Raf.; Acorus griffithii Schott; Acorus odoratus Lam.; Acorus terrestris Spreng.; Acorus verus (L.) Raf.; Calamus aromaticus Garsault,"?? (Motaleb et al., 2013; Rahman, 2013a), ??? (Motaleb et al., 2013), ????? (Motaleb et al., 2013), ?????? (Motaleb et al., 2013), ?????? (Motaleb et al., 2013), ??????? (Motaleb et al., 2013), ?????? (???), ???? (??????), ????? (??????), ?????? (???), ????? (??????), ????? (?????)",,4,6,6,8,Hill,Native,Wild,Unknown,Bangladesh (Band; Rajs),Motaleb et al. (2013). p. 17; Rahman (2013a). p 106;
Fabaceae,Lindl.,Acrocarpus,Wright & Arn.,Acrocarpus fraxinifolius Arn.,1838,Acrocarpus combretiflorus Teijsm. & Binn.; Acrocarpus grandis (Miq.) Miq.; Mezoneurum grande Miq.,"???????? (???, ????), ?????????? (???, ????), ?????? ????? (???, ????), ??? ????? (???, ????), ?????? (???, ????)",,12,2,3,6,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? (????). ?? ??
Apiaceae,Lindl.,Acronema,Falc. ex Edgew.,Acronema bellum (C.B.Clarke) P.K.Mukh.,1983,Pimpinella bella C.B.Clarke  ,???? ?????,,7,9,9,10,,Native,Wild,Unknown,West Bengal (Darj),??? ? ????? (????). ?? ???
Apiaceae,Lindl.,Acronema,Falc. ex Edgew.,Acronema tenerum (DC.) Edgew.,1851,Carum tenerum (DC.) Franch.; Helosciadium tenerum DC.; Pimpinella tenera (DC.) Benth. ex C.B. Clarke  ,???? ?????,,7,8,8,9,,Native,Wild,Unknown,West Bengal (Darj),??? ? ????? (????). ?? ???
Rutaceae,Juss.,Acronychia,J.R.Forst. & G.Forst.,Acronychia pedunculata (L.) Miq.,1861,Acronychia laurifolia Blume; Cyminosma pedunculata (L.) Roxb.; Cyminosma pedunculata (L.) DC.; Doerrienia malabarica Dennst.; Gela lanceolata Lour.; Jambolifera pedunculata L.; Laxmannia ankenda Raeusch.; Melicope conferta Blanco; Paronychia laurifolia Walp.; Selas lanceolatum (Lour.) Spreng.; Ximenia lanceolata (Lour.) DC.,"??????? (???, ????), ???? ??? (???, ????)",,2,6,6,12,,Native,Wild,Unknown,"West Bengal (Jalp, S24P, Sunw)",??? (????). ?? ???
Pteridaceae,E.D.M.Kirchn.,Acrostichum,L.,Acrostichum aureum L.,1753,,"????, ????, ????, ?????? ????? (??)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Sunb),N.A
Ranunculaceae,Juss.,Actaea,L.,Actaea cimicifuga L.,1753,Actaea macropoda Turcz. ex Fisch. & C.A.Mey.; Actaea podocarpa Schltdl.; Cimicifuga cimicifuga (L.) H.Karst.; Cimicifuga foetida L.; Cimicifuga foetida var. velutina Franch. ex Finet & Gagnep.,"??????? (???, ????), ?????? (???, ????)",,7,9,8,10,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Actinidiaceae,Gilg & Werderm.,Actinidia,Lindl.,Actinidia callosa Lindl.,1836,No synonyms found,"?????? (???, ????)",,5,7,8,11,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Actinidiaceae,Gilg & Werderm.,Actinidia,Lindl.,Actinidia strigosa Hook.f. & Thomson,1861,No synonyms found,"?? ?????? (???, ????), ???? ?????? (???, ????)",,5,7,8,11,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Cyperaceae,Juss.,Actinoscirpus,(Ohwi) Haines & Lye,Actinoscirpus grossus (L.f.) Goetgh. & D.A.Simpson,1991,Hymenochaeta grossa (L.f.) Nees; Hymenochaeta maxima (Roxb.) Nees; Isolepis maxima A.Dietr.; Schoenoplectus grossus (L.f.) Palla; Scirpus aemulans Steud.; Scirpus canaliculatotriqueter Steud.; Scirpus grossus L.f.; Scirpus maximus Roxb.; Scirpus scaberrimus Boeckeler,"????? (Rahman, 2013a), ?????, ?? ?????, ??????, ???????? ??? (???)",,Unknown,Unknown,Unknown,Unknown,Wetland,Unknown,Unknown,Unknown,"Bangladesh (Chan, Coxs, Pabn, Rajs)",Khan & Halim (1987). p 74; Rahman (2013a). p 110
Malvaceae,Juss.,Adansonia,L.,Adansonia digitata L.,1753,Adansonia bahobab L.; Adansonia baobab Gaertn.; Adansonia integrifolia Raf.; Adansonia scutula Steud.; Adansonia situla (Lour.) Spreng.; Adansonia somalensis Chiov.; Adansonia sphaerocarpa A.Chev.; Adansonia sulcata A.Chev.; Baobabus digitata (L.) Kuntze; Ophelus sitularius Lour.,"?????? (?????, ?????, ?????), ?????? ???? (???, ????), ??????? (???, ????)",,4,7,8,10,,Central Africa,Cultivated,Medicine; Ornament,"Bangladesh (AERE, NBGD, Dhaka); West Bengal (Howr, Kolk)","??? (????). ?? ???; ????? (?????). ?? ???, ???; ????? (?????). ?? ???"
Fabaceae,Lindl.,Adenanthera,L.,Adenanthera pavonina L.,1753,Adenanthera gersenii Scheff.; Adenanthera pavonina var. pavonina; Adenanthera polita Miq.; Corallaria parvifolia Rumph.,"????? (?????, ?????, ?????), ????? (???, ????), ??????? (???, ????), ????????? (???, ????), ??? ????????? (Tabassum, 2015), ?????? (???, ????), ????? ??? (???, ????), ????????? (?) (Tabassum, 2015)","Red Wood, Red Bead Tree",3,1,4,2,,Native,Cultivated,Medicine; Timber,"Bangladesh (AERE, Dhak, Gazi, NBGD); West Bengal (Darj, Jalp, Kolk, Howr)",??? (????). ?? ???; ????? (?????). ?? ???; ????? (?????). ?? ???; Tabassum (2015). p 179
Passifloraceae,Juss. ex Roussel,Adenia,Forssk.,Adenia cardiophylla (Mast.) Engl.,1891,Adenia cardiophylla var. arcta Craib; Adenia heterophylla Vidal; Modecca cardiophylla Mast.,???? ?????,,3,11,4,12,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Passifloraceae,Juss. ex Roussel,Adenia,Forssk.,Adenia trilobata (Roxb.) Engl.,1891,Modecca trilobata Roxb.,???? ?????,,5,11,6,12,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? ? ???????? (????). ?? ???
Apocynaceae,Juss.,Adenium,Roem. & Schult.,Adenium obesum (Forssk.) Roem. & Schult.,1819,,????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Plantaginaceae,Juss.,Adenosma,R.Br.,Adenosma indianum (Lour.) Merr.,1935,,"?? ??????, ?? ??????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Gazi),Tabassum (2015). p 397
Asteraceae,Bercht. & J.Presl,Adenostemma,J.R.Forst. & G.Forst.,Adenostemma angustifolium Arn.,1836,No synonyms found,???? ?????,,10,11,11,12,,Native,Wild,Unknown,West Bengal (Darj),??? ? ????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Adenostemma,J.R.Forst. & G.Forst.,Adenostemma lavenia (L.) Kuntze,1891,Adenostemma elatum D.Don; Adenostemma erectum (Sw.) DC.; Adenostemma fastigiatum (Blume) DC.; Adenostemma latifolium D.Don; Anisopappus candelabrum H.Lév.; Lavenia elata Spreng.; Lavenia erecta Sw.; Lavenia fastigiata Blume; Lavenia latifolia Spreng.; Lavenia rugosa Wight; Myriactis candelabrum (H.Lév.) H.Lév.,???? ????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Bari),Fahad Bin Rafiq (2017-12-27 )
Pteridaceae,E.D.M.Kirchn.,Adiantum,L.,Adiantum caudatum L.,1771,,"???????? (Motaleb et al., 2013), ????????? (Motaleb et al., 2013), ?????????? (?) (Motaleb et al., 2013), ?????? (????), ???????? (???)",,0,0,0,0,,Native,Wild,Unknown,Bangladesh (Eastern Zone; NBGD),Motaleb et al. (2013). p. 19
Pteridaceae,E.D.M.Kirchn.,Adiantum,L.,Adiantum lucidum (Cav.) Sw.,1806,Adiantum varium Humb. & Bonpl. ex Willd.; Pteris aspera Poir.; Pteris lucida Cav.,"????????, ???? ??????????",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh (NBGD),N.A
Pteridaceae,E.D.M.Kirchn.,Adiantum,L.,Adiantum lunulatum Burm. f. ,1768,Adiantum arcuatum Sw.; Adiantum lunatum Cav.; Adiantum philippense L.; Adiantum philippense var. lobatum C.Chr.; Pteris lunulata Retz.,?????????? (?),,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,N.A
Pteridaceae,E.D.M.Kirchn.,Adiantum,L.,Adiantum pedatum var. grandifolium (Ching) Ching,1957,Adiantum grandifolium Ching,?? ??????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (NBGD),N.A
Pteridaceae,E.D.M.Kirchn.,Adiantum,L.,Adiantum tenerum Sw.,1788,,?????????? (?),,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Plumbaginaceae,Juss.,Aegialitis,R.Br.,Aegialitis rotundifolia Roxb.,1824,,"??????, ????, ???????, ????, ??????, ??????? ",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Primulaceae,Batsch ex Borkh.,Aegiceras,Gaertn.,Aegiceras corniculatum (L.) Blanco,1837,Aegiceras fragrans K.D.Koenig; Aegiceras majus Gaertn.; Aegiceras malaspinaea A.DC.; Aegiceras minus A.DC.; Aegiceras obcordatum Steud.; Aegiceras obovatum Blume; Malaspinaea laurifolia C.Presl; Rhizophora aegiceras J.F.Gmel.; Rhizophora corniculata L.; Umbraculum corniculatum (L.) Kuntze,"???? (WCSA, 2012), ???? ",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Protected BD (2012),Bangladesh,WCSA (2012)
Orobanchaceae,Vent.,Aeginetia,L.,Aeginetia indica L.,1753,,???? ?????,,7,11,8,12,Natural Forest,Native,Wild,Unknown,Bangladesh (Gazi),Tabassum (2015). p 403
Rutaceae,Juss.,Aegle,Corrêa,Aegle marmelos (L.) Corrêa,1800,Aegle marmelos var. mahurensis Zate; Belou marmelos (L.) Lyons; Bilacus marmelos (L.) Kuntze; Crateva marmelos L.; Crateva religiosa Ainslie; Feronia pellucida Roth,"??? (?????, ?????; Tabassum, 2015), ?????, ???????, ??????, ????? (?????)",,3,7,7,12,Homestead,Native,Cultivated,Fruit,Bangladesh (All Zones); West Bengal (All Zones),"??? (????). ?? ???; Uddin et al. (2014). p 2; Rahman (2013a). p 106; ????? (?????). ?? ???, ???; Tabassum (2015). p 316"
Orchidaceae,Juss.,Aerides,Lour.,Aerides odoratum Reinw. ex Blume,1848,No synonyms found,"????????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh (All Zones),????? (?????). ?? ???
Amaranthaceae,Juss.,Aerva,L.,Aerva sanguinolenta (L.) Blume,1826,,"?????? (Rahman, 2013a; Tabassum, 2015), ?????????? (Tabassum, 2015), ??? ???? (Tabassum, 2015)",Unknown,All,All,All,All,,Native,Wild,Medicine,Bangladesh (Gazi; Rajs),Rahman (2013a). p 106; Tabassum (2015). p 76
Fabaceae,Lindl.,Aeschynomene,L.,Aeschynomene aspera L.,1753,Aeschynomene aquatica Roxb. ex Steud.; Aeschynomene lagenaria Lour.; Aeschynomene surattensis Wight & Arn.; Aeschynomene trachyloba Miq.; Hedysarum lagenarium (Lour.) Roxb.,"???? (??????) (?????, ?????), ???? (???, ????; Khan & Halim, 198), ??????? (???, ????)",,8,1,9,2,Wetland,Native,Wild,Unknown,Bangladesh (All Zones); West Bengal (All Zones),??? (????). ?? ???; Khan & Halim (1987). p 42
Fabaceae,Lindl.,Aeschynomene,L.,Aeschynomene indica L.,1753,Aeschynomene cachemiriana Cambess.; Aeschynomene diffusa Willd.; Aeschynomene macropoda DC.; Aeschynomene pumila L.; Aeschynomene punctata Steud.; Aeschynomene subviscosa DC.; Aeschynomene viscidula Willd.; Hedysarum alpinum Lour.; Hedysarum virginicum Lour.; Smithia aspera Roxb.,"??????? (?) (???, ????; Khan & Halim, 1987), ??????? (???, ????; Khan & Halim, 1987), ?????? (?) (???, ????)",,10,12,11,1,Wetland,Native,Wild,Unknown,Bangladesh (All Zones); West Bengal (All Zones),??? (????). ?? ???; Khan & Halim (1987). p 42
Sapindaceae,Juss.,Aesculus,L.,Aesculus assamica Griff.,1854,Aesculus khassyana C.R.Das & Majumdar; Aesculus punduana Wall. ex Hiern; Aesculus punduana Wall.; Pavia khassyana Voigt; Pavia punduana Wall. ex Voigt; Pawia punduana Kuntze,"??????? (???, ????), ????????? (???, ????)",,3,6,4,7,,Native,Wild,Unknown,"West Bengal (Cooc, Dar, Jalp)",??? (????). ?? ???
Sapindaceae,Juss.,Aesculus,L.,Aesculus indica (Wall. ex Cambess.) Hook.,1859,Pavia indica Wall. ex Cambess.; Pawia indica Kuntze,"??????? ???????????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,Wetland,Unknown,Unknown,Unknown,,????? (?????). ?? ???
Fabaceae,Lindl.,Aganope,Miq.,Aganope heptaphylla (L.) Polhill,1971,,??????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Sunb),N.A
Apocynaceae,Juss.,Aganosma,(Blume) G.Don,Aganosma dichotoma K.Schum. (unresolved),1895,Aganosma caryophyllata G.Don; Echites dichotomus Roth; Echites heynei Spreng.,"????? (???????????) (?????, ?????), ????? (???????), ????? (??????) (?????, ?????), ???????? (?????, ?????), ?????????",,Unknown,Unknown,Unknown,Unknown,,Native,Cultivated,Ornament,Bangladesh (Dhak),"????? (?????). ?? ???, ???; ????? (?????). ?? ??, ??, ???, ???, ???"
Agaricaceae,Chevall.,Agaricus,L.,Agaricus campestris L. (unresolved),1753,Agaricus campestris Scop.; Agaricus setiger Fr.; Fungus campestris (L.) Kuntze; Fungus setiger (Fr.) Kuntze; Pluteus campestris (L.) Fr.; Pratella campestris (L.) Gray; Psalliota campestris (L.) Quél.; Psalliota villatica (Brond.) Bres.,???????? (??????),,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh (Chap); West Bengal,Dollar Hasan (16 May 2018)
Asparagaceae,Juss.,Agave,L.,Agave americana L.,1753,Agave altissima Zumagl.; Agave complicata Trel. ex Ochot.; Agave gracilispina (Rol.-Goss.) Engelm. ex Trel.; Agave milleri Haw.; Agave ramosa Moench; Agave spectabilis Salisb.; Agave variegata Steud.; Agave virginica Mill.; Agave zonata Trel.; Aloe americana (L.) Crantz,"??????? ??? (Tabassum, 2015), ??????? ??? (Tabassum, 2015), ??????? (Rahman, 2013a; ?????, ?????), ???????? ???????? (?????, ?????)",,7,9,8,10,,Mexico,Cultivated,Medicine; Ornament,Bangladesh (Gazi; Rajs),Rahman (2013a). p 106; ????? (?????). ?? ???; Tabassum (2015). p 608
Asparagaceae,Juss.,Agave,L.,Agave cantala (Haw.) Roxb. ex Salm-Dyck,1829,Furcraea cantala Haw.,????????? (??????),,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,West Bengal,?? (????). ?? ??
Asteraceae,Bercht. & J.Presl,Ageratina,Spach,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,1970,Eupatorium adenophorum Spreng.; Eupatorium adenophorum var. peruvianum Hieron.; Eupatorium glandulosum Michx.; Eupatorium glandulosum Hort. ex Kunth; Eupatorium pasadenense Parish,???? ?????,,1,6,2,7,,Mexico,Cultivated,Ornament,West Bengal (Darj),??? ? ????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Ageratina,Spach,Ageratina ligustrina (DC.) R.M.King & H.Rob.,1970,Eupatorium biceps Klotzsch ex Vatke; Eupatorium erythropappum B.L.Rob.; Eupatorium ligustaefolium DC.; Eupatorium ligustrinum DC.; Eupatorium micranthum Less.; Eupatorium myriadenium Schauer; Eupatorium semialatum Benth.; Eupatorium weinmannianum Regel & Körn.,???? ?????,,8,11,9,12,,Central America,Cultivated,Ornament,West Bengal (Darj),??? ? ????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Ageratum,Tourn. ex Adans.,Ageratum conyzoides (L.) L.,1753,Ageratum album Hort.Berol. ex Hornem.; Ageratum ciliare L.; Ageratum ciliare Lour.; Ageratum cordifolium Roxb.; Ageratum latifolium Cav.; Alomia microcarpa f. torresii Standl.; Cacalia mentrasto Vell. Conc.; Caelestina latifolia (Cav.) Benth. ex Oerst.; Carelia conyzoides (L.) Kuntze; Eupatorium conyzoides (L.) E. H. Krause,"???????? (Mollah et al., 2005; Motaleb et al., 2013; Rahman, 2013b;Tabassum, 2015), ??????? (???? ? ?????, ????; Motaleb et al., 2013), ??????? (Rahman, 2013a; Rahman, 2013b; Tabassum, 2015), ?????? (Motaleb et al., 2013), ???????? (??? ? ?????, ????; Motaleb et al., 2013), ??????, ???????, ???????????, ?????????, ?????",,All,All,All,All,"Natural Forest, Wetland",Native,Wild,Unknown,Bangladesh (All Zones); West Bengal (All Zones),??? ? ????? (????). ?? ???; Mollah et al. (2005). p 30; Motaleb et al. (2013). p. 21; Rahman (2013a). p 106; Rahman (2013b); Tabassum (2015). p 443
Asteraceae,Bercht. & J.Presl,Ageratum,Tourn. ex Adans.,Ageratum houstonianum Mill. ,1768,Ageratum mexicanum Sweet; Ageratum mexicanum Sims; Ageratum wendlandii Hort. ex Vilm.; Ageratum wendlandii Bailly; Cacalia mentrasto Vell.; Carelia houstoniana (Mill.) Kuntze,"???? (??? ? ?????, ????), ???????? (?????, ?????)",,3,8,4,9,,Native,Wild,Medicine; Ornament,West Bengal (Darj),??? ? ????? (????). ?? ???; ????? (?????). ?? ???
Meliaceae,Juss.,Aglaia,Lour.,Aglaia chittagonga Miq.,1868,Amoora chittagonga (Miq.) Hiern; Aphanamixis chittagonga (Miq.) Harid. & R.R.Rao,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Endangered BD,Bangladesh,
Meliaceae,Juss.,Aglaia,Lour.,Aglaia cucullata (Roxb.) Pellegr.,1911,Aglaia tripetala Merr.; Amoora aherniana Merr.; Amoora auriculata Miq.; Amoora cuculata Roxb.; Amoora cucullata Roxb.; Amoora laxa Wight & Arn.; Andersonia cucullata Roxb.; Aphanamixis cucullata (Roxb.) M.R.Almeida; Buchanania paniculata Roxb. ex Steud.; Sphaerosacme laxa Wall.; Sphaerosacme paniculata Wall. ex Miq.,"???? (WCSA, 2012), ?????, ?????",,3,5,5,9,,Native,Wild,Protected BD (2012),"Bangladesh (Sunb), West Bengal (Sunw)",??? (????). ?? ???; WCSA (2012)
Meliaceae,Juss.,Aglaia,Lour.,Aglaia elaeagnoidea (A.Juss.) Benth.,1863,Aglaia cupreolepidota Merr.; Aglaia lepidota Miq.; Aglaia poulocondorensis Pellegr.; Aglaia roxburghiana (Wight & Arn.) Miq.; Aglaia wallichii Hiern; Amoora poulocondorensis (Pellegr.) Harms; Milnea roxburghiana Wight & Arn.; Nemedra elaeagnoidea A.Juss.; Sapindus lepidotus Wall.; Walsura lanceolata Wall.,"?????????? (???, ????)",,11,7,12,8,,Native,Wild,Unknown,"West Bengal (Emed, Wmed)",??? (????). ?? ???
Meliaceae,Juss.,Aglaia,Lour.,Aglaia perviridis Hiern ,1875,Aglaia canarensis Gamble; Aglaia kingiana Ridl.; Aglaia maiae Bourd.,"???? ?????????? (???, ????)",,5,11,6,12,,Native,Wild,Endangered BD,Bangladesh; West Bengal (Darj),??? (????). ?? ???
Meliaceae,Juss.,Aglaia,Lour.,Aglaia spectabilis (Miq.) S.S.Jain & S.Bennet,1987,Aglaia gigantea (Pierre) Pellegr.; Aglaia hiernii M.V.Viswan. & K.Ramach.; Aglaia ridleyi (King) Pannell; Amoora gigantea Pierre; Amoora spectabilis Miq.; Amoora wallichii King; Aphanamixis wallichii (King) Harid. & R.R.Rao; Sphaerosacme spectabilis Royle,"?????? (???, ????), ????? (???, ????), ???? (???, ????), ??????? (???, ????)",,6,2,7,3,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???;
Araceae,Juss.,Aglaonema,Schott,Aglaonema hookerianum Schott,1859,,"???? (???), ?????? (???), ??????????? (??????), ????? (????), ??? ????? (???), ?????????? (???)",,5,6,6,7,,Native,Wild,Unknown,"Bangladesh (Band, Chit, Khag, Ranm, Sylh)",Motaleb et al. (2013). p 23;
