Kingdom,Phylum,Class,Order,Family,Author,Genus,Author,Scientific Name,Author,Year,Status,Accepted as,Bengali Name,English Name,Size (cm),Common Family,Common Group,Habit,Conservation Status,Distribution in Bengal,References
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Haliaeetus,Savigny,Haliaeetus leucogaster,Gmelin,1788,Accepted as,Haliaeetus leucogaster,"?????? ??? (Halder, 2010)","White-bellied Sea Eagle, White-breasted Sea Eagle",68,Eagles,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 85; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Haliaeetus,Savigny,Haliaeetus leucoryphus,Pallas,1771,Accepted as,Haliaeetus leucoryphus,"???? (Halder, 2010)","Pallas's Fish Eagle, Pallas's Sea Eagle, Band-tailed Fish Eagle",80,Eagles,,Resident,EN,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 86; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Haliastur,Selby,Haliastur indus,Boddaert,1783,Accepted as,Haliastur indus,"??????? (Halder, 2010)",Brahminy Kite,48,Eagles,Kite,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 77; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Lesson,Harpactes,Swainson,Harpactes erythrocephalus,Gould,1834,Accepted as,Harpactes erythrocephalus,"??????? ??????? (Halder, 2010)",Red-headed Trogon,35,Trogon,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 130; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Heliornithidae,GR Gray,Heliopais,Sharpe,Heliopais personatus,GR Gray,1849,Accepted as,Heliopais personatus,"???? ???? (Halder, 2010)","Masked Finfoot, Asian Finfoot",56,Finfoots,Masked Finfoot,Resident,EN,Bangladesh (Sunb),BLI (2018); GBIF (2018); Halder (2010). p 43; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Apodiformes,Hemiprocnidae,Oberholser,Hemiprocne,Nitzsch,Hemiprocne coronata,Tickell,1833,Accepted as,Hemiprocne coronata,"???????? ????????? (Halder, 2010)",Crested Treeswift,23,Treeswift,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 125; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Apodiformes,Hemiprocnidae,Oberholser,Hemiprocne,Nitzsch,Hemiprocne longipennis dryas,Ripley,1950,Synonym for,Hemiprocne coronata,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Hieraaetus,Kaup,Hieraaetus dubius,Smith,1830,Synonym for,Hieraaetus pennatus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Hieraaetus,Kaup,Hieraaetus pennatus,Gmelin,1788,Accepted as,Hieraaetus pennatus,"????? ??? (Halder, 2010)",Booted Eagle,52,Eagles,,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 82; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Leach,Hierococcyx,Müller,Hierococcyx sparverioides,Vigors,1832,Accepted as,Hierococcyx sparverioides,"?? ???-??? (Halder, 2010)",Large Hawk-Cuckoo,38,Anis,Hawk Cuckoo,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Leach,Hierococcyx,Müller,Hierococcyx varius,Vahl,1797,Accepted as,Hierococcyx varius,"???-??? (Halder, 2010)",Common Hawk Cuckoo,34,Anis,Hawk Cuckoo,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Bonaparte,Himantopus,Brisson,Himantopus himantopus,Linnaeus,1758,Accepted as,Himantopus himantopus,"??? ???? (Halder, 2010)",Black-winged Stilt,35-40,Avocets,Stilt,Migratory,LC,"Bangladesh (Coast, Inland)",BLI (2018); Chowdhury (2011). p 37; GBIF (2018); Halder (2010). p 45; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Apodiformes,Apodidae,Hartert,Hirundapus,Hodgson,Hirundapus giganteus,Temminck,1825,Accepted as,Hirundapus giganteus,"??????? ?????????? (Halder, 2010)","Brown-backed Needletail, Brown Needletail",23,Swift,Needletail,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 125; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Hirundo,Linnaeus,Hirundo coronata,Tickell,1833,Synonym for,Hemiprocne coronata,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Hirundo,Linnaeus,Hirundo daurica,Laxmann,1769,Synonym for,Cecropis daurica,,,,,,,,,GBIF (2018); Halder (2010). p 126; Wikipedia (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Hirundo,Linnaeus,Hirundo daurica,Linnaeus,1771,Synonym for,Cecropis daurica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Hirundo,Linnaeus,Hirundo erythrogaster,Boddaert,1783,Synonym for,Hirundo rustica,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Hirundo,Linnaeus,Hirundo riparia,Linnaeus,1758,Synonym for,Riparia riparia,,,,,,,,,GBIF (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Hirundo,Linnaeus,Hirundo rustica,Linnaeus,1758,Accepted as,Hirundo rustica,"???? ?????? (Halder, 2010)","Barn Swallow, European Swallow, Swallow",18,Swallow,Barn Swallow,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 126; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Hoplopterus,Bonaparte,Hoplopterus cinereus,Blyth,1842,Synonym for,Vanellus cinereus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Hoplopterus,Bonaparte,Hoplopterus duvaucelii ,Lesson,1826,Synonym for,Vanellus duvaucelii,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Hoplopterus,Bonaparte,Hoplopterus indicus,Boddaert,1783,Synonym for,Vanellus indicus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rafinesque,Hydrocorax,Brisson,Hydrocorax niger,Vieillot,1817,Synonym for,Microcarbo niger,,,,,,,,,Halder (2010). p ###
Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Stejneger,Hydrophasianus,Wagler,Hydrophasianus chirurgus,Scopoli,1786,Accepted as,Hydrophasianus chirurgus,"??????? (Halder, 2010)",Pheasant-tailed Jacana,31,Jacanas,Pheasant-tailed Jacana,Resident,LC,"Bangladesh (Coast, Inland)",BLI (2018); Chowdhury (2011). p 39; GBIF (2018); Halder (2010). p 42; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Hydroprogne,Kaup,Hydroprogne caspia,Pallas,1770,Accepted as,Hydroprogne caspia,"??????? ?????? (Halder, 2010)",Caspian Tern,51,Gulls,Tern,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Richmond,Ibis,Temminck,Ibis leucocephalus,Pennant,1769,Synonym for,Mycteria leucocephala,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Ichthyaetus,Kaup,Ichthyaetus ichthyaetus,Pallas,1773,Accepted as,Ichthyaetus ichthyaetus,"????????? ?????? (Halder, 2010)","Great Black-headed Gull, Pallas's Gull",69,Gulls,Gull,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Ichthyophaga,Baker,Ichthyophaga ichthyaetus,Horsfield,1821,Synonym for,Haliaeetus ichthyaetus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Ichthyophaga,Baker,Icthyophaga ichthyaetus,Horsfield,1821,Synonym for,Haliaeetus ichthyaetus,,,,,,,,,BLI (2018); GBIF (2018); Halder (2010). p 86; Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Ictinaetus,Blyth,Ictinaetus malayensis,Temminck,1822,Accepted as,Ictinaetus malayensis,"???? ??? (Halder, 2010)",Black Eagle,75,Eagles,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 82; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Leach,Ixobrychus,Billberg,Ixobrychus cinnamomeus,Gmelin,1789,Accepted as,Ixobrychus cinnamomeus,"??? ?? (Halder, 2010)","Cinnamon Bittern, Chestnut Bittern",38,Bitterns,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 18; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Leach,Ixobrychus,Billberg,Ixobrychus flavicollis,Latham,1790,Accepted as,Ixobrychus flavicollis,"???? ?? (Halder, 2010)",Black Bittern,58,Bitterns,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Leach,Ixobrychus,Billberg,Ixobrychus sinensis,Gmelin,1789,Accepted as,Ixobrychus sinensis,"???? ?? (Halder, 2010)","Chinese Bittern, Yellow Bittern",38,Bitterns,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 18; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Strigiformes,Strigidae,Leach,Ketupa,Lesson,Ketupa ketupu,Horsfield,1821,Accepted as,Ketupa ketupu,"???? ????????? (Halder, 2010)",Buffy Fish Owl,50,Owl,Fish owl,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 122; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Strigiformes,Strigidae,Leach,Ketupa,Lesson,Ketupa zeylonensis leschenault,Temminck,1820,Synonym for,Ketupa zeylonensis leschenaultii,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Strigiformes,Strigidae,Leach,Ketupa,Lesson,Ketupa zeylonensis leschenaultii,Temminck,1820,Accepted as,Ketupa zeylonensis leschenaultii,"???? ????????? (Halder, 2010)","Common Brown Fish Owl, Brown Fish Owl",56,Owl,Fish owl,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 122; IUCN (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus argentatus cachinnans,Pallas,1811,Synonym for,Larus cachinnans,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus brunnicephalus,Jerdon,1840,Synonym for,Chroicocephalus brunnicephalus,,,,,,,,,GBIF (2018); Halder (2010). p 67
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus cachinnans,Pallas,1811,Accepted as,Larus cachinnans,"???????? ?????? (Halder, 2010)",Caspian Gull,60,Gulls,Gull,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 68; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus fuscus heuglini,Bree,1876,Synonym for,Larus fuscus heuglini,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus fuscus heuglini,Bree,1876,Accepted as,Larus fuscus heuglini,"?????????? ?????? (Halder, 2010)","Heuglin's Gull, Lesser Black-backed Gull",60,Gulls,Gull,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus heuglini,Bree,1876,Synonym for,Larus fuscus heuglini,,,,,,,,,GBIF (2018); Halder (2010). p 68
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus ichthyaetus,Pallas,1773,Synonym for,Ichthyaetus ichthyaetus,,,,,,,,,GBIF (2018); Halder (2010). p 69
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus ridibundus,Linnaeus,1766,Synonym for,Chroicocephalus ridibundus,,,,,,,,,GBIF (2018); Halder (2010). p 67
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus ridibundus ridibundus,Linnaeus,1766,Synonym for,Chroicocephalus ridibundus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Larus,Linnaeus,Larus ridibundus ridibundus,Linnaeus,1766,Synonym for,Chroicocephalus ridibundus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,GR Gray,Leptoptilos,Lesson,Leptoptilos dubius,Gmelin,1789,Accepted as,Leptoptilos dubius,"??????? (Halder, 2010)",Greater Adjutant,130,Storks,,Vagrant,EN,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 25; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,GR Gray,Leptoptilos,Lesson,Leptoptilos javanicus,Horsfield,1821,Accepted as,Leptoptilos javanicus,"?????? (Halder, 2010)",Lesser Adjutant,110,Storks,,Resident,VU,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 25; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Lewinia,GR Gray,Lewinia striata,Linnaeus,1766,Synonym for,Gallirallus striatus,,,,,,,,,GBIF (2018); Halder (2010). p ###; Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Limicola,Agassiz,Limicola falcinellus,Pontoppidan,1763,Synonym for,Calidris falcinellus,,,,,,,,,Chowdhury (2011). p 33; GBIF (2018); Halder (2010). p 58; Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Limnodromus,Wied-Neuwied,Limnodromus semipalmatus,Blyth,1848,Accepted as,Limnodromus semipalmatus,"???? ?????? (Halder, 2010)",Asian Dowitcher,34,Sandpipers,,Migratory,NT,Bangladesh,BLI (2018); Chowdhury (2011). p 21; GBIF (2018); Halder (2010). p 60; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Limosa,Brisson,Limosa lapponica,Linnaeus,1758,Accepted as,Limosa lapponica,"??????? ?????? (Halder, 2010)",Bar-tailed Godwit,37 - 41,Sandpipers,,Migratory,NT,Bangladesh,BLI (2018); Chowdhury (2011) p 8; Halder (2010). p 51; GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Limosa,Brisson,Limosa limosa,Linnaeus,1758,Accepted as,Limosa limosa,"??????? ?????? (Halder, 2010)",Black-tailed Godwit,36 - 44,Sandpipers,,Migratory,NT,Bangladesh,BLI (2018); Chowdhury (2011). p 7; GBIF (2018); Halder (2010). p 51; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Lobivanellus,GR Gray,Lobivanellus goensis,Boddaert,1783,Synonym for,Vanellus indicus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Lobivanellus,GR Gray,Lobivanellus indicus,Boddaert,1783,Synonym for,Vanellus indicus,,,,,,,,,GBIF (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Galliformes,Phasianidae,Horsfield,Lophura,Fleming,Lophura leucomelana,Latham,1790,Synonym for,Lophura leucomelanos,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Galliformes,Phasianidae,Horsfield,Lophura,Fleming,Lophura leucomelanos,Latham,1790,Accepted as,Lophura leucomelanos,"????? (Halder, 2010)",Kalij Pheasant,64,Grouse,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 94; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Vigors,Loriculus,Blyth,Loriculus vernalis,Sparrman,1787,Accepted as,Loriculus vernalis,"???? (Halder, 2010)",Vernal Hanging Parrot,14,Parrots (Old World),Small Parrot,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 108; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Vigors,Lyncornis,Gould,Lyncornis macrotis,Vigors,1831,Accepted as,Lyncornis macrotis,"????? ?????? (Halder, 2010)","Great Eared Nightjar, Great Eared-Nightjar",39,Nightjar,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Macrorhamphus,Leach,Macrorhamphus semipalmatus,Blyth,1848,Synonym for,Limnodromus semipalmatus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Mareca,Stephens,Mareca falcata,Georgi,1775,Accepted as,Mareca falcata,"?????? ???? (Halder, 2010)","Falcated Duck, Falcated Teal",51,Ducks,Wigeon,Migratory,NT,"Bangladesh (Coast, Inland)",BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Mareca,Stephens,Mareca penelope,Linnaeus,1758,Accepted as,Mareca penelope,"????????? (Halder, 2010)","Eurasian Wigeon, Widgeon",49,Ducks,Wigeon,Migratory,LC,"Bangladesh (Coast, Inland)",BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Mareca,Stephens,Mareca strepera,Linnaeus,1758,Accepted as,Mareca strepera,"???? ???? (Halder, 2010)",Gadwall,51,Ducks,Wigeon,Migratory,LC,"Bangladesh (Coast, Inland)",BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Mareca,Stephens,Mareca strepera strepera,Linnaeus,1758,Synonym for,Mareca strepera,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Rafinesque,Megaceryle,Kaup,Megaceryle lugubris,Temminck,1834,Accepted as,Megaceryle lugubris,"??????? ??????? (Halder, 2010)",Crested Kingfisher,41,Kingfisher,Large Kingfisher,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Halder (2010). p 136; Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Mergus,Linnaeus,Mergus merganser,Linnaeus,1758,Accepted as,Mergus merganser,"?????????? (Halder, 2010)","Common Merganser, Goosander",66,Ducks,Typical Mergansers,Vagrant,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 27; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Leach,Mesophoyx,Sharpe,Mesophoyx intermedia,Wagler,1829,Synonym for,Ardea intermedia,,,,,,,,,GBIF (2018); Halder (2010). p 13
Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Stejneger,Metopidius,Wagler,Metopidius indicus,Latham,1790,Accepted as,Metopidius indicus,"?????? (Halder, 2010)",Bronze-winged Jacana,28-31,Jacanas,Bronze-winged Jacana,Resident,LC,"Bangladesh (Coast, Inland)",BLI (2018); Chowdhury (2011). p 40; GBIF (2018); Halder (2010). p 42; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Reichenbach,Microcarbo,Bonaparte,Microcarbo niger,Vieillot,1817,Accepted as,Microcarbo niger,"??? ??????? (Halder, 2010)","Little Cormorant, Javanese Cormorant",51,Cormorants,Cormorant,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Microsarcops,Sharpe,Microsarcops cinereus,Blyth,1842,Synonym for,Vanellus cinereus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Milvus,Lacépède,Milvus migrans,Boddaert,1783,Accepted as,Milvus migrans,"??????? (Halder, 2010)",Black Kite,61,Eagles,Kite,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 77; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,GR Gray,Mycteria,Linnaeus,Mycteria asiatica,Latham,1790,Synonym for,Ephippiorhynchus asiaticus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,GR Gray,Mycteria,Linnaeus,Mycteria leucocephala,Pennant,1769,Accepted as,Mycteria leucocephala,"????????? (Halder, 2010)",Painted Stork,93,Storks,,Vagrant,NT,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 23; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Netta,Kaup,Netta rufina,Pallas,1773,Accepted as,Netta rufina,"???????? ???????? (Halder, 2010)",Red-crested Pochard,54,Ducks,Diving Duck,Migratory,LC,Bangladesh (Freshwater),BLI (2018); GBIF (2018); Halder (2010). p 35; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Nettapus,Brandt,Nettapus coromandelianus,Gmelin,1789,Accepted as,Nettapus coromandelianus,"???????? (Halder, 2010)","Cotton Pygmy Goose, Cotton Teal",33,Ducks,Pygmy Goose,Resident,LC,Bangladesh (Freshwater),BLI (2018); GBIF (2018); Halder (2010). p 34; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Nettion,Linnaeus,Nettion crecca,Linnaeus,1758,Synonym for,Anas crecca,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Strigiformes,Strigidae,Leach,Ninox,Hodgson,Ninox scutulata,Raffles,1822,Accepted as,Ninox scutulata,"???? ?????????? (Halder, 2010)","Brown Boobook, Brown Hawk-Owl",32,Owl,Boobooks,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 119; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Nisaetus,Hodgson,Nisaetus cirrhatus,Gmelin,1788,Accepted as,Nisaetus cirrhatus,"???????? ?????-??? (Halder, 2010)","Changeable Hawk-Eagle, ",71,Eagles,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Nisaetus,Hodgson,Nisaetus nipalensis,Hodgson,1836,Accepted as,Nisaetus nipalensis,"?????? ?????-??? (Halder, 2010)",Mountain Hawk-Eagle,72,Eagles,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Strigiformes,Strigidae,Leach,Noctua,Unknown,Noctua indica,Franklin,1831,Synonym for,Athene brama indica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Numenius,Brisson,Numenius arquata,Linnaeus,1758,Accepted as,Numenius arquata,"?? ???????? (Halder, 2010)","Eurasian Curlew, Curlew, Common Curlew",58,Sandpipers,,Migratory,NT,Bangladesh,BLI (2018); Chowdhury (2011). p 10; GBIF (2018); Halder (2010). p 52; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Numenius,Brisson,Numenius phaeopus,Linnaeus,1758,Accepted as,Numenius phaeopus,"??? ???????? (Halder, 2010)",Whimbrel,43,Sandpipers,,Migratory,LC,Bangladesh,BLI (2018); Chowdhury (2011). p 9; GBIF (2018); Halder (2010). p 52; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Leach,Nycticorax,Forster,Nycticorax melanolophus,Raffles,1822,Synonym for,Gorsachius melanolophus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Leach,Nycticorax,Forster,Nycticorax nycticorax,Linnaeus,1758,Accepted as,Nycticorax nycticorax,"?????? (Halder, 2010)","Black-crowned Night Heron, Black-capped Night Heron, Night Heron",58,Bitterns,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 19; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Nyroca,Fleming,Nyroca ferina,Linnaeus,1758,Synonym for,Aythya ferina,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Nyroca,Fleming,Nyroca fuligula,Guldenstadt,1770,Synonym for,Aythya nyroca,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Strigiformes,Strigidae,Leach,Otus,Pennant,Otus bakkamoena,Pennant,1769,Accepted as,Otus bakkamoena,"????? ???????? (Halder, 2010)","Collared Scops Owl, Indian Scops Owl",23,Owl,Scops Owl,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 118; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Strigiformes,Strigidae,Leach,Otus,Pennant,Otus sunia sunia,Hodgson,1836,Accepted as,Otus sunia sunia,"??? ???????? (Halder, 2010)",Oriental Scops Owl,19,Owl,Scops Owl,Resident,LC,Bangladesh,GBIF (2018); Halder (2010). p 118; IUCN (2018)
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Leach,Oxylophus,Swainson,Oxylophus jacobinus,Boddaert,1783,Synonym for,Clamator jacobinus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rafinesque,Palaeornis,Vigors,Palaeornis finschii,Hume,1874,Synonym for,Psittacula finschii,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Sclater & Salvin,Pandion,Savigny,Pandion haliaetus,Linnaeus,1758,Accepted as,Pandion haliaetus,"???????? (Halder, 2010)","Osprey, Western Osprey, Sea Hawk, River Hawk, Fish Hawk",56,Ospreys,,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 85; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Galliformes,Phasianidae,Horsfield,Pavo,Linnaeus,Pavo bicalcaratus,Linnaeus,1758,Synonym for,Polyplectron bicalcaratum,,,,,,,,,GBIF (2018)
